Conversacion,Perplexity
"Usuario: Busco algo de animación
Enrique: Otra gran opción sería esta:
""Prodigiosa: Las aventuras de Ladybug - La película"" (2023)
Género: Animación, Fantasía, Acción, Romance, Familia
Cuando un despi...",6.77
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Animales fantásticos y dónde encontrarlos"" (2016)
Género: Fantasía, Aventura
Las avent...",3.51
"Usuario: ¿Tienes otra de animación?
Enrique: Esta otra podría interesarte:
""Prodigiosa: Las aventuras de Ladybug - La película"" (2023)
Género: Animación, Fantasía, Acción, Romance, Familia
Cuando un d...",6.65
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El pianista"" (2002)
Género: Drama, Bélica
Varsovia, 1939. El pianista polaco de origen judío Wladyslaw S...",4.72
"Usuario: ¿Tienes otra de terror?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Hombre lobo"" (2025)
Género: Terror, Suspense
Blake es un hombre casado y padre de familia residente en S...",5.31
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""El pianista"" (2002)
Género: Drama, Bélica
Varsovia, 1939. El pianista polaco de origen judío Wladyslaw Szpilman (Adrien...",4.8
"Usuario: Me gustan las pelis de terror
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Hombre lobo"" (2025)
Género: Terror, Suspense
Blake es un hombre casado y padre de familia resident...",5.35
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""El pianista"" (2002)
Género: Drama, Bélica
Varsovia, 1939. El pianista polaco de origen judío Wladyslaw Szpilman...",4.77
"Usuario: Busco algo de terror
Enrique: Esta otra podría interesarte:
""Hombre lobo"" (2025)
Género: Terror, Suspense
Blake es un hombre casado y padre de familia residente en San Francisco que hereda la...",5.67
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Juego de armas"" (2016)
Género: Comedia, Crimen, Drama
Historia de dos jóvenes a los que el Pentágono pag...",4.09
"Usuario: Me gustan las pelis de acción
Enrique: Otra gran opción sería esta:
""Dos policías rebeldes"" (1995)
Género: Acción, Comedia, Crimen, Suspense
Un alijo de heroína valorada en unos 100 millones ...",4.92
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Juego de armas"" (2016)
Género: Comedia, Crimen, Drama
Historia de dos jóvenes a los que el Pentágono pagó 300 millones de d...",4.81
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Dos policías rebeldes"" (1995)
Género: Acción, Comedia, Crimen, Suspense
Un alijo de heroína valorada en uno...",4.7
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Juego de armas"" (2016)
Género: Comedia, Crimen, Drama
Historia de dos jóvenes a los que el Pentágono pagó 300 millo...",4.73
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Dos policías rebeldes"" (1995)
Género: Acción, Comedia, Crimen, Suspense
Un alijo de heroína valorada en uno...",4.7
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Grease"" (1978)
Género: Romance, Comedia
Sandy y Danny han pasado un romántico y maravilloso verano juntos, pero las va...",6.35
"Usuario: Me gustan las pelis de misterio
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Watchmen"" (2009)
Género: Misterio, Acción, Ciencia ficción
Estados Unidos, años 80. La Guerra Fr...",5.07
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Grease"" (1978)
Género: Romance, Comedia
Sandy y Danny han pasado un romántico y maravilloso verano juntos, pero las va...",6.35
"Usuario: ¿Tienes otra de misterio?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Watchmen"" (2009)
Género: Misterio, Acción, Ciencia ficción
Estados Unidos, años 80. La Guerra Fría est...",5.05
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Grease"" (1978)
Género: Romance, Comedia
Sandy y Danny han pasado un romántico y maravilloso vera...",6.18
"Usuario: ¿Tienes otra de misterio?
Enrique: Esta otra podría interesarte:
""Watchmen"" (2009)
Género: Misterio, Acción, Ciencia ficción
Estados Unidos, años 80. La Guerra Fría está en su apogeo, y los s...",5.39
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Kaskasero"" (2024)
Género: Drama
nan",4.54
"Usuario: Me gustan las pelis de fantasía
Enrique: Esta otra podría interesarte:
""Constantine"" (2005)
Género: Fantasía, Acción, Terror
John Constantine ha estado en el infierno y ha vuelto. Nació con u...",8.02
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Kaskasero"" (2024)
Género: Drama
nan",3.49
"Usuario: Me gustan las pelis de fantasía
Enrique: Otra gran opción sería esta:
""Constantine"" (2005)
Género: Fantasía, Acción, Terror
John Constantine ha estado en el infierno y ha vuelto. Nació con un...",8.03
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Kaskasero"" (2024)
Género: Drama
nan",5.62
"Usuario: Me gustan las pelis de fantasía
Enrique: Otra gran opción sería esta:
""Constantine"" (2005)
Género: Fantasía, Acción, Terror
John Constantine ha estado en el infierno y ha vuelto. Nació con un...",8.03
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Soy leyenda"" (2007)
Género: Drama, Ciencia ficción, Suspense
Año 2012. Robert Neville es el último hombre vivo que hay sobr...",5.82
"Usuario: Busco algo de drama
Enrique: Otra gran opción sería esta:
""Shooter: El tirador"" (2007)
Género: Drama, Acción, Suspense
Bob Lee Swagger (Mark Whalberg) es un ex-tirador de élite del ejército d...",5.17
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Soy leyenda"" (2007)
Género: Drama, Ciencia ficción, Suspense
Año 2012. Robert Neville es el último hombr...",5.53
"Usuario: ¿Tienes otra de drama?
Enrique: Esta otra podría interesarte:
""Shooter: El tirador"" (2007)
Género: Drama, Acción, Suspense
Bob Lee Swagger (Mark Whalberg) es un ex-tirador de élite del ejérci...",5.05
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Soy leyenda"" (2007)
Género: Drama, Ciencia ficción, Suspense
Año 2012. Robert Neville es el último hombre vivo que hay sobr...",5.82
"Usuario: Busco algo de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Shooter: El tirador"" (2007)
Género: Drama, Acción, Suspense
Bob Lee Swagger (Mark Whalberg) es un ex-tirador...",4.82
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Saw"" (2004)
Género: Terror, Misterio, Crimen
Dos extraños, que se despiertan en una ha...",4.32
"Usuario: Me gustan las pelis de drama
Enrique: Esta otra podría interesarte:
""Green Book"" (2018)
Género: Drama, Historia
Años 60. Cuando Tony Lip, un rudo italoamericano del Bronx, es contratado como ...",6.39
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Saw"" (2004)
Género: Terror, Misterio, Crimen
Dos extraños, que se despiertan en una habitación sin recor...",4.9
"Usuario: Busco algo de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Green Book"" (2018)
Género: Drama, Historia
Años 60. Cuando Tony Lip, un rudo italoamericano del Bronx, es co...",6.12
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Saw"" (2004)
Género: Terror, Misterio, Crimen
Dos extraños, que se despiertan en una habitación sin recordar cómo llegaron a...",5.76
"Usuario: Me gustan las pelis de drama
Enrique: Esta otra podría interesarte:
""Green Book"" (2018)
Género: Drama, Historia
Años 60. Cuando Tony Lip, un rudo italoamericano del Bronx, es contratado como ...",6.39
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""American Psycho"" (2000)
Género: Suspense, Drama, Crimen
En un mundo moralmente plano en el que la ropa tiene más sentido qu...",5.67
"Usuario: Busco algo de comedia
Enrique: Otra gran opción sería esta:
""Sígueme el rollo"" (2011)
Género: Comedia, Romance
Danny Maccabee es un cirujano plástico que siempre finge estar casado para así n...",6.16
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""American Psycho"" (2000)
Género: Suspense, Drama, Crimen
En un mundo moralmente plano en el que la ropa tiene más sentid...",5.47
"Usuario: Busco algo de comedia
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Sígueme el rollo"" (2011)
Género: Comedia, Romance
Danny Maccabee es un cirujano plástico que siempre finge...",5.71
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""American Psycho"" (2000)
Género: Suspense, Drama, Crimen
En un mundo moralmente plano en el que la ropa tiene más se...",5.63
"Usuario: Busco algo de comedia
Enrique: Esta otra podría interesarte:
""Sígueme el rollo"" (2011)
Género: Comedia, Romance
Danny Maccabee es un cirujano plástico que siempre finge estar casado para así ...",6.21
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Diario de una ninfómana"" (2008)
Género: Drama, Romance
Val tiene 28 años, estudios universitarios, un gran atra...",8.04
"Usuario: Me gustan las pelis de aventura
Enrique: Otra gran opción sería esta:
""Los Juegos del Hambre: En llamas"" (2013)
Género: Aventura, Acción, Ciencia ficción
Tras vencer en los 74º Juegos del Ham...",5.12
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Diario de una ninfómana"" (2008)
Género: Drama, Romance
Val tiene 28 años, estudios universitarios, un gran atra...",8.04
"Usuario: Busco algo de aventura
Enrique: Esta otra podría interesarte:
""Los Juegos del Hambre: En llamas"" (2013)
Género: Aventura, Acción, Ciencia ficción
Tras vencer en los 74º Juegos del Hambre anua...",5.2
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Diario de una ninfómana"" (2008)
Género: Drama, Romance
Val tiene 28 años, estudios un...",7.63
"Usuario: ¿Tienes otra de aventura?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Los Juegos del Hambre: En llamas"" (2013)
Género: Aventura, Acción, Ciencia ficción
Tras vencer en los ...",4.83
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Doctor Strange"" (2016)
Género: Acción, Aventura, Fantasía
La vida del famoso neurocirujano Stephen Strange cambia radicalme...",6.33
"Usuario: ¿Tienes otra de terror?
Enrique: Otra gran opción sería esta:
""Km. 666 (Desvío al infierno)"" (2003)
Género: Terror, Suspense
Seis adolescentes viajan en coche cuando, de pronto, deben desviar...",4.5
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Doctor Strange"" (2016)
Género: Acción, Aventura, Fantasía
La vida del famoso neurocirujano Stephen Strange camb...",6.01
"Usuario: ¿Tienes otra de terror?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Km. 666 (Desvío al infierno)"" (2003)
Género: Terror, Suspense
Seis adolescentes viajan en coche cuando, ...",4.2
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Doctor Strange"" (2016)
Género: Acción, Aventura, Fantasía
La vida del famoso neurocirujano Stephen Strange cambi...",5.76
"Usuario: Busco algo de terror
Enrique: Otra gran opción sería esta:
""Km. 666 (Desvío al infierno)"" (2003)
Género: Terror, Suspense
Seis adolescentes viajan en coche cuando, de pronto, deben desviarse ...",4.68
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Cariño, cuánto te odio"" (2021)
Género: Drama, Comedia, Romance
Decidida a lograr el éxito profesional si...",4.49
"Usuario: Busco algo de familia
Enrique: Otra gran opción sería esta:
""Alicia en el País de las Maravillas"" (2010)
Género: Familia, Fantasía, Aventura
Alicia, una joven de 19 años, asiste a una fiesta ...",5.36
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Cariño, cuánto te odio"" (2021)
Género: Drama, Comedia, Romance
Decidida a lograr el éxito profesional sin compromet...",5.05
"Usuario: Busco algo de familia
Enrique: Esta otra podría interesarte:
""Alicia en el País de las Maravillas"" (2010)
Género: Familia, Fantasía, Aventura
Alicia, una joven de 19 años, asiste a una fiesta...",5.34
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Cariño, cuánto te odio"" (2021)
Género: Drama, Comedia, Romance
Decidida a lograr el éx...",4.01
"Usuario: Me gustan las pelis de familia
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Alicia en el País de las Maravillas"" (2010)
Género: Familia, Fantasía, Aventura
Alicia, una joven...",5.0
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""El gran Gatsby"" (2013)
Género: Drama, Romance
Adaptación de la novela homónima de F. Scott Fi...",3.49
"Usuario: Me gustan las pelis de drama
Enrique: Esta otra podría interesarte:
""Los perdonados"" (2022)
Género: Drama
Al borde del divorcio, una pareja adinerada, David (Fiennes) y Jo (Chastain), van a u...",7.2
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""El gran Gatsby"" (2013)
Género: Drama, Romance
Adaptación de la novela homónima de F. Scott Fitzgerald. En la alta sociedad ...",3.94
"Usuario: ¿Tienes otra de drama?
Enrique: Esta otra podría interesarte:
""Los perdonados"" (2022)
Género: Drama
Al borde del divorcio, una pareja adinerada, David (Fiennes) y Jo (Chastain), van a una fie...",7.09
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El gran Gatsby"" (2013)
Género: Drama, Romance
Adaptación de la novela homónima de F. Scott Fitzgerald. En la alt...",3.66
"Usuario: Busco algo de drama
Enrique: Otra gran opción sería esta:
""Los perdonados"" (2022)
Género: Drama
Al borde del divorcio, una pareja adinerada, David (Fiennes) y Jo (Chastain), van a una fiesta ...",7.63
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Pinceladas de amor"" (2024)
Género: Romance, Drama
Akito, un adolescente al que solo le queda un año de vida, le encuent...",4.88
"Usuario: Me gustan las pelis de animación
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Red"" (2022)
Género: Animación, Familia, Comedia, Fantasía
Mei Lee, una niña de 13 años un poco ...",5.77
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Pinceladas de amor"" (2024)
Género: Romance, Drama
Akito, un adolescente al que solo le...",4.1
"Usuario: Me gustan las pelis de animación
Enrique: Otra gran opción sería esta:
""Red"" (2022)
Género: Animación, Familia, Comedia, Fantasía
Mei Lee, una niña de 13 años un poco rara pero segura de sí m...",6.17
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Pinceladas de amor"" (2024)
Género: Romance, Drama
Akito, un adolescente al que solo le queda un año de v...",4.6
"Usuario: ¿Tienes otra de animación?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Red"" (2022)
Género: Animación, Familia, Comedia, Fantasía
Mei Lee, una niña de 13 años un poco rara p...",5.73
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Río"" (2011)
Género: Animación, Aventura, Comedia, Familia
Blu es un guacamayo que ha crecido en un pequeño pueblo d...",5.11
"Usuario: ¿Tienes otra de drama?
Enrique: Esta otra podría interesarte:
""Cincuenta sombras más oscuras"" (2017)
Género: Drama, Romance
Cuando Christian Grey, que se siente herido, intenta convencer a An...",6.49
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Río"" (2011)
Género: Animación, Aventura, Comedia, Familia
Blu es un guacamayo que ha crecido en un peque...",4.76
"Usuario: Busco algo de drama
Enrique: Esta otra podría interesarte:
""Cincuenta sombras más oscuras"" (2017)
Género: Drama, Romance
Cuando Christian Grey, que se siente herido, intenta convencer a Anast...",6.79
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Río"" (2011)
Género: Animación, Aventura, Comedia, Familia
Blu es un guacamayo que ha crecido en un peque...",4.76
"Usuario: ¿Tienes otra de drama?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Cincuenta sombras más oscuras"" (2017)
Género: Drama, Romance
Cuando Christian Grey, que se siente herido,...",5.93
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Jack Reacher"" (2012)
Género: Crimen, Drama, Suspense, Acción
Jack Reacher (Tom Cruise)...",3.92
"Usuario: Me gustan las pelis de animación
Enrique: Esta otra podría interesarte:
""Cars"" (2006)
Género: Animación, Aventura, Comedia, Familia
El aspirante a campeón de carreras Rayo McQueen está sobre ...",6.79
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Jack Reacher"" (2012)
Género: Crimen, Drama, Suspense, Acción
Jack Reacher (Tom Cruise), un antiguo polic...",4.21
"Usuario: Busco algo de animación
Enrique: Esta otra podría interesarte:
""Cars"" (2006)
Género: Animación, Aventura, Comedia, Familia
El aspirante a campeón de carreras Rayo McQueen está sobre la vía rá...",7.01
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Jack Reacher"" (2012)
Género: Crimen, Drama, Suspense, Acción
Jack Reacher (Tom Cruise), un antiguo policía milit...",4.24
"Usuario: Busco algo de animación
Enrique: Otra gran opción sería esta:
""Cars"" (2006)
Género: Animación, Aventura, Comedia, Familia
El aspirante a campeón de carreras Rayo McQueen está sobre la vía ráp...",7.06
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Aladdin"" (1992)
Género: Animación, Familia, Aventura, Fantasía, Romance
Aladdín es un ingenioso joven que vive en u...",3.77
"Usuario: Busco algo de drama
Enrique: Otra gran opción sería esta:
""Q (Desire)"" (2011)
Género: Drama, Romance
En un contexto social deteriorado por la crisis económica, la vida de varias personas se p...",5.4
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Aladdin"" (1992)
Género: Animación, Familia, Aventura, Fantasía, Romance
Aladdín es un ingenioso joven que vive en u...",3.77
"Usuario: ¿Tienes otra de drama?
Enrique: Otra gran opción sería esta:
""Q (Desire)"" (2011)
Género: Drama, Romance
En un contexto social deteriorado por la crisis económica, la vida de varias personas s...",5.02
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Aladdin"" (1992)
Género: Animación, Familia, Aventura, Fantasía, Romance
Aladdín es un ingenioso joven que vive ...",3.65
"Usuario: Busco algo de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Q (Desire)"" (2011)
Género: Drama, Romance
En un contexto social deteriorado por la crisis económica, la vida...",4.63
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""El increíble Hulk"" (2008)
Género: Ciencia ficción, Acción, Aventura
El científico Bruce Banne...",4.36
"Usuario: ¿Tienes otra de ciencia ficción?
Enrique: Esta otra podría interesarte:
""Guardianes de la galaxia Vol. 2"" (2017)
Género: Ciencia ficción, Aventura, Acción
Continúan las aventuras del equipo e...",3.82
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""El increíble Hulk"" (2008)
Género: Ciencia ficción, Acción, Aventura
El científico Bruce Banner recorre e...",4.54
"Usuario: Me gustan las pelis de ciencia ficción
Enrique: Otra gran opción sería esta:
""Guardianes de la galaxia Vol. 2"" (2017)
Género: Ciencia ficción, Aventura, Acción
Continúan las aventuras del equ...",3.89
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""El increíble Hulk"" (2008)
Género: Ciencia ficción, Acción, Aventura
El científico Bruce Banne...",4.36
"Usuario: Me gustan las pelis de ciencia ficción
Enrique: Otra gran opción sería esta:
""Guardianes de la galaxia Vol. 2"" (2017)
Género: Ciencia ficción, Aventura, Acción
Continúan las aventuras del equ...",3.89
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Los burdeles de Paprika"" (1991)
Género: Drama
Mimma es una joven de campo, llena de encantos, que se prostituye ...",4.85
"Usuario: ¿Tienes otra de drama?
Enrique: Esta otra podría interesarte:
""El curioso caso de Benjamin Button"" (2008)
Género: Drama, Fantasía, Romance
Un hombre nace con ochenta años y va rejuveneciendo ...",5.66
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Los burdeles de Paprika"" (1991)
Género: Drama
Mimma es una joven de campo, llena de encantos,...",4.62
"Usuario: ¿Tienes otra de drama?
Enrique: Otra gran opción sería esta:
""El curioso caso de Benjamin Button"" (2008)
Género: Drama, Fantasía, Romance
Un hombre nace con ochenta años y va rejuveneciendo a...",5.58
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Los burdeles de Paprika"" (1991)
Género: Drama
Mimma es una joven de campo, llena de encantos,...",4.62
"Usuario: ¿Tienes otra de drama?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El curioso caso de Benjamin Button"" (2008)
Género: Drama, Fantasía, Romance
Un hombre nace con ochenta añ...",5.15
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Los Juegos del Hambre"" (2012)
Género: Ciencia ficción, Aventura, Acción
Lo que en el p...",4.44
"Usuario: ¿Tienes otra de animación?
Enrique: Esta otra podría interesarte:
""Gru 2. Mi villano favorito"" (2013)
Género: Animación, Comedia, Familia
La película de animación de los estudios Universal, g...",5.42
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Los Juegos del Hambre"" (2012)
Género: Ciencia ficción, Aventura, Acción
Lo que en el pasado fueron los Estados ...",4.75
"Usuario: ¿Tienes otra de animación?
Enrique: Esta otra podría interesarte:
""Gru 2. Mi villano favorito"" (2013)
Género: Animación, Comedia, Familia
La película de animación de los estudios Universal, g...",5.42
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Los Juegos del Hambre"" (2012)
Género: Ciencia ficción, Aventura, Acción
Lo que en el pasado fueron los E...",4.64
"Usuario: Busco algo de animación
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Gru 2. Mi villano favorito"" (2013)
Género: Animación, Comedia, Familia
La película de animación de los e...",5.28
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""My Hero Academia: You're Next"" (2024)
Género: Animación, Acción, Aventura, Ciencia ficción
En una socied...",4.42
"Usuario: Busco algo de fantasía
Enrique: Esta otra podría interesarte:
""Animales fantásticos: Los secretos de Dumbledore"" (2022)
Género: Fantasía, Aventura
El profesor Albus Dumbledore sabe que el pod...",6.67
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""My Hero Academia: You're Next"" (2024)
Género: Animación, Acción, Aventura, Ciencia fic...",4.14
"Usuario: ¿Tienes otra de fantasía?
Enrique: Esta otra podría interesarte:
""Animales fantásticos: Los secretos de Dumbledore"" (2022)
Género: Fantasía, Aventura
El profesor Albus Dumbledore sabe que el ...",6.42
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""My Hero Academia: You're Next"" (2024)
Género: Animación, Acción, Aventura, Ciencia ficción
En una sociedad en la que héroes...",4.71
"Usuario: ¿Tienes otra de fantasía?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Animales fantásticos: Los secretos de Dumbledore"" (2022)
Género: Fantasía, Aventura
El profesor Albus ...",5.96
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Creed. La leyenda de Rocky"" (2015)
Género: Acción, Drama
Adonis Johnson no llego a conocer a su padre, e...",4.29
"Usuario: ¿Tienes otra de aventura?
Enrique: Otra gran opción sería esta:
""Matrix Revolutions"" (2003)
Género: Aventura, Acción, Suspense, Ciencia ficción
Quedan veinte horas para la irrupción de las má...",4.85
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Creed. La leyenda de Rocky"" (2015)
Género: Acción, Drama
Adonis Johnson no llego a conocer a su padre, el campeón d...",4.51
"Usuario: Me gustan las pelis de aventura
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Matrix Revolutions"" (2003)
Género: Aventura, Acción, Suspense, Ciencia ficción
Quedan veinte hor...",4.46
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Creed. La leyenda de Rocky"" (2015)
Género: Acción, Drama
Adonis Johnson no llego a conocer a su padre, el campeón del m...",4.41
"Usuario: Me gustan las pelis de aventura
Enrique: Otra gran opción sería esta:
""Matrix Revolutions"" (2003)
Género: Aventura, Acción, Suspense, Ciencia ficción
Quedan veinte horas para la irrupción de ...",4.94
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Aquaman"" (2018)
Género: Acción, Aventura, Fantasía
Arthur Curry, también conocido como Aquaman, es un habitante de un p...",5.1
"Usuario: ¿Tienes otra de animación?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Cars 2"" (2011)
Género: Animación, Familia, Aventura, Comedia
Cuando Rayo McQueen y Mate compiten en e...",3.81
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Aquaman"" (2018)
Género: Acción, Aventura, Fantasía
Arthur Curry, también conocido como Aquaman, es un habitante de un p...",5.1
"Usuario: Busco algo de animación
Enrique: Esta otra podría interesarte:
""Cars 2"" (2011)
Género: Animación, Familia, Aventura, Comedia
Cuando Rayo McQueen y Mate compiten en el Gran Premio Mundial, la ...",4.47
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Aquaman"" (2018)
Género: Acción, Aventura, Fantasía
Arthur Curry, también conocido como Aquaman, es un habitante...",5.04
"Usuario: Me gustan las pelis de animación
Enrique: Otra gran opción sería esta:
""Cars 2"" (2011)
Género: Animación, Familia, Aventura, Comedia
Cuando Rayo McQueen y Mate compiten en el Gran Premio Mund...",4.28
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""La noche más oscura"" (2012)
Género: Suspense, Drama
Tras varios años de investigación de la CIA, que inc...",4.02
"Usuario: Busco algo de drama
Enrique: Otra gran opción sería esta:
""Héroes de guerra"" (2019)
Género: Drama, Acción, Bélica
Después del bombardeo de la OTAN a Yugoslavia en 1999, el ejército yugoslavo ...",4.01
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""La noche más oscura"" (2012)
Género: Suspense, Drama
Tras varios años de investigación ...",3.81
